country,City,Name,no. of Airports,airports_cum
Argentina,Santiago Del Estero,Vicecomodoro Angel D. La Paz Aragonés Airport,1.0,96.0
Argentina,Tinogasta,Tinogasta Airport,1.0,96.0
Argentina,La Rioja,Capitan V A Almonacid Airport,1.0,96.0
Argentina,Chilecito,Chilecito Airport,1.0,96.0
Argentina,Tucuman,Teniente Benjamin Matienzo Airport,1.0,96.0
Argentina,San Juan,Domingo Faustino Sarmiento Airport,1.0,96.0
Argentina,Rio Cuarto,Area De Material Airport,1.0,96.0
Argentina,Villa Dolores,Villa Dolores Airport,1.0,96.0
Argentina,Laboulaye,La Quiaca Airport,1.0,96.0
Argentina,Marcos Juarez,Marcos Juarez Airport,1.0,96.0
Argentina,Villa Reynolds,Villa Reynolds Airport,1.0,96.0
Argentina,San Luis,Brigadier Mayor D Cesar Raul Ojeda Airport,1.0,96.0
Argentina,Corrientes,Corrientes Airport,1.0,96.0
Argentina,Resistencia,Resistencia International Airport,1.0,96.0
Argentina,Formosa,Formosa Airport,1.0,96.0
Argentina,Iguazu Falls,Cataratas Del Iguazú International Airport,1.0,96.0
Argentina,Paso De Los Libres,Paso De Los Libres Airport,1.0,96.0
Argentina,Monte Caseros,Monte Caseros Airport,1.0,96.0
Argentina,Posadas,Libertador Gral D Jose De San Martin Airport,1.0,96.0
Argentina,Presidencia R.s.pena,Termal Airport,1.0,96.0
Argentina,Salta,Martin Miguel De Guemes International Airport,1.0,96.0
Argentina,Jujuy,Gobernador Horacio Guzman International Airport,1.0,96.0
Argentina,Oran,Orán Airport,1.0,96.0
Argentina,La Quiaca,Laboulaye Airport,1.0,96.0
Argentina,El Dorado,El Dorado Airport,1.0,96.0
Argentina,Goya,Goya Airport,1.0,96.0
Argentina,Obera,Oberá Airport,1.0,96.0
Argentina,Reconquista,Reconquista Airport,1.0,96.0
Argentina,Curuzu Cuatia,Curuzu Cuatia Airport,1.0,96.0
Argentina,El Bolson,El Bolson Airport,1.0,96.0
Argentina,Comodoro Rivadavia,General E. Mosconi Airport,1.0,96.0
Argentina,Esquel,Brigadier Antonio Parodi Airport,1.0,96.0
Argentina,Trelew,Almirante Marco Andres Zar Airport,1.0,96.0
Argentina,Viedma,Gobernador Castello Airport,1.0,96.0
Argentina,Puerto Madryn,El Tehuelche Airport,1.0,96.0
Argentina,Puerto Deseado,Puerto Deseado Airport,1.0,96.0
Argentina,Rio Grande,Hermes Quijada International Airport,1.0,96.0
Argentina,Rio Gallegos,Piloto Civil N. Fernández Airport,1.0,96.0
Argentina,Ushuaia,Malvinas Argentinas Airport,1.0,96.0
Argentina,San Julian,Capitan D Daniel Vazquez Airport,1.0,96.0
Argentina,Perito Moreno,Perito Moreno Airport,1.0,96.0
Argentina,Santa Cruz,Santa Cruz Airport,1.0,96.0
Argentina,Bahia Blanca,Comandante Espora Airport,1.0,96.0
Argentina,Colonel Suarez,Brigadier D.H.E. Ruiz Airport,1.0,96.0
Argentina,Olavarria,Olavarria Airport,1.0,96.0
Argentina,General Pico,General Pico Airport,1.0,96.0
Argentina,Tres Arroyos,Tres Arroyos Airport,1.0,96.0
Argentina,Bolivar,Bolivar Airport,1.0,96.0
Argentina,Mar Del Plata,Ástor Piazzola International Airport,1.0,96.0
Argentina,Neuquen,Presidente Peron Airport,1.0,96.0
Argentina,Pehuajo,Comodoro Pedro Zanni Airport,1.0,96.0
Argentina,Santa Rosa,Santa Rosa Airport,1.0,96.0
Argentina,San Carlos De Bariloche,San Carlos De Bariloche Airport,1.0,96.0
Argentina,Tandil,Héroes De Malvinas Airport,1.0,96.0
Argentina,Villa Gesell,Villa Gesell Airport,1.0,96.0
Argentina,Cutralco,Cutral-Co Airport,1.0,96.0
Argentina,San Martin Des Andes,Aviador C. Campos Airport,1.0,96.0
Argentina,Buenos Aires,Ministro Pistarini International Airport,1.0,96.0
Argentina,El Calafate,El Calafate Airport,1.0,96.0
Argentina,Tartagal,General Enrique Mosconi Airport,1.0,96.0
Argentina,Las Heras,Las Heras Airport,1.0,96.0
Argentina,San Antonio Oeste,Antoine de Saint Exupéry Airport,1.0,96.0
Argentina,El Calafate,Lago Argentino Airport,1.0,96.0
Argentina,Gobernador Gregores,Gobernador Gregores Airport,1.0,96.0
Argentina,Santa Teresita,Santa Teresita Airport,1.0,96.0
Argentina,Necochea,Necochea Airport,1.0,96.0
Argentina,ZAPALA,Zapala Airport,1.0,96.0
Argentina,Rincon de los Sauces,Rincon De Los Sauces Airport,1.0,96.0
Argentina,Sierra Grande,Sierra Grande Airport,1.0,96.0
Argentina,Ingeniero Jacobacci,Cabo F.A.A. H. R. Bordón Airport,1.0,96.0
Argentina,Alto Rio Senguer,D. Casimiro Szlapelis Airport,1.0,96.0
Argentina,Jose de San Martin,Jose De San Martin Airport,1.0,96.0
Argentina,Rio Hondo,Termas de Río Hondo international Airport,1.0,96.0
Argentina,Tolhuin,Tolwin Observatory Airport,1.0,96.0
Argentina,Villa Maria,Presidente Néstor Kirchner Regionsl Airport,1.0,96.0
Argentina,Sunchales,Sunchales Aeroclub Airport,1.0,96.0
Bahamas,Clarence Bain,Clarence A. Bain Airport,1.0,34.0
Bahamas,Andros Town,Andros Town Airport,1.0,34.0
Bahamas,Marsh Harbor,Leonard M Thompson International Airport,1.0,34.0
Bahamas,San Andros,San Andros Airport,1.0,34.0
Bahamas,Spring Point,Spring Point Airport,1.0,34.0
Bahamas,Sandy Point,Sandy Point Airport,1.0,34.0
Bahamas,Treasure Cay,Treasure Cay Airport,1.0,34.0
Bahamas,Chub Cay,Chub Cay Airport,1.0,34.0
Bahamas,Bullocks Harbour,Great Harbour Cay Airport,1.0,34.0
Bahamas,Alice Town,South Bimini Airport,1.0,34.0
Bahamas,Great Exuma,Exuma International Airport,1.0,34.0
Bahamas,George Town,George Town Airport,1.0,34.0
Bahamas,North Eleuthera,North Eleuthera Airport,1.0,34.0
Bahamas,Governor's Harbor,Governor's Harbour Airport,1.0,34.0
Bahamas,Norman's Cay,Normans Cay Airport,1.0,34.0
Bahamas,Rock Sound,Rock Sound Airport,1.0,34.0
Bahamas,Staniel Cay,Staniel Cay Airport,1.0,34.0
Bahamas,Freeport,Grand Bahama International Airport,1.0,34.0
Bahamas,Matthew Town,Inagua Airport,1.0,34.0
Bahamas,Dead Man's Cay,Deadman's Cay Airport,1.0,34.0
Bahamas,Stella Maris,Stella Maris Airport,1.0,34.0
Bahamas,Mayaguana,Mayaguana Airport,1.0,34.0
Bahamas,Nassau,Lynden Pindling International Airport,1.0,34.0
Bahamas,Duncan Town,Duncan Town Airport,1.0,34.0
Bahamas,Port Nelson,Rum Cay Airport,1.0,34.0
Bahamas,Cockburn Town,San Salvador Airport,1.0,34.0
Bahamas,Andros,Congo Town Airport,1.0,34.0
Bahamas,Arthur's Town,Arthur's Town Airport,1.0,34.0
Bahamas,Cat Island,New Bight Airport,1.0,34.0
Bahamas,Colonel Hill,Colonel Hill Airport,1.0,34.0
Bahamas,Nassau,Nassau Paradise Island Airport,1.0,34.0
Bahamas,Walker's Cay,Abaco I Walker C Airport,1.0,34.0
Bahamas,Black Point,Black Point Airstrip,1.0,34.0
Bahamas,,Hard Bargain Airport,1.0,34.0
Lebanon,Beirut,Beirut Rafic Hariri International Airport,1.0,3.0
Lebanon,Kleiat,Rene Mouawad Air Base,1.0,3.0
Lebanon,Rayak,Rayak Air Base,1.0,3.0
Suriname,Zandery,Johan Adolf Pengel International Airport,1.0,23.0
Suriname,Paramaribo,Zorg en Hoop Airport,1.0,23.0
Suriname,Afobaka,Afobakka Airstrip,1.0,23.0
Suriname,Alapadu,Alalapadu Airstrip,1.0,23.0
Suriname,Albina,Albina Airport,1.0,23.0
Suriname,Anapaike,Lawa Anapaike Airstrip,1.0,23.0
Suriname,Apetina,Apetina Airstrip,1.0,23.0
Suriname,Drietabbetje,Drietabbetje Airport,1.0,23.0
Suriname,Kabalebo,Kabalebo Airport,1.0,23.0
Suriname,Kayser,Kayser Airport,1.0,23.0
Suriname,Kwamelasemoetoe,Kwamalasoemoetoe Airport,1.0,23.0
Suriname,Moengo,Moengo Airstrip,1.0,23.0
Suriname,Nieuw Nickerie,Nieuw Nickerie Airport,1.0,23.0
Suriname,Paloemeu,Vincent Fayks Airport,1.0,23.0
Suriname,Sarakreek,Sarakreek Airstrip,1.0,23.0
Suriname,Sipaliwini,Sipaliwini Airport,1.0,23.0
Suriname,Stoelmans Eiland,Stoelmanseiland Airport,1.0,23.0
Suriname,Totness,Totness Airport,1.0,23.0
Suriname,Wageningen,Wageningen Airstrip,1.0,23.0
Suriname,Washabo,Washabo Airport,1.0,23.0
Suriname,Amatopo,Amatopo Airstrip,1.0,23.0
Suriname,Poeketi,Poeketi Airstrip,1.0,23.0
Suriname,Pikienkondre of Miranda,Godo Holo Airstrip,1.0,23.0
Central African Republic,Bangui,Bangui M'Poko International Airport,1.0,2.0
Central African Republic,Berberati,Berbérati Airport,1.0,2.0
Uzbekistan,Bukhara,Bukhara Airport,1.0,13.0
Uzbekistan,Samarkand,Samarkand Airport,1.0,13.0
Uzbekistan,Tashkent,Tashkent International Airport,1.0,13.0
Uzbekistan,Andizhan,Andizhan Airport,1.0,13.0
Uzbekistan,Fergana,Fergana International Airport,1.0,13.0
Uzbekistan,Namangan,Namangan Airport,1.0,13.0
Uzbekistan,Nukus,Nukus Airport,1.0,13.0
Uzbekistan,Urgench,Urgench Airport,1.0,13.0
Uzbekistan,Khanabad,Karshi Khanabad Airport,1.0,13.0
Uzbekistan,Termez,Termez Airport,1.0,13.0
Uzbekistan,Navoi,Navoi Airport,1.0,13.0
Uzbekistan,Zarafshan,Sugraly Airport,1.0,13.0
Uzbekistan,Tashkent,Tashkent East Airport,1.0,13.0
Chad,Abeche,Abeche Airport,1.0,6.0
Chad,Moundou,Moundou Airport,1.0,6.0
Chad,N'djamena,N'Djamena International Airport,1.0,6.0
Chad,Faya-largeau,Faya Largeau Airport,1.0,6.0
Chad,Sarh,Sarh Airport,1.0,6.0
Chad,Am Timan,Am Timan Airport,1.0,6.0
Japan,Tokyo,Narita International Airport,1.0,123.0
Japan,Matsumoto,Matsumoto Airport,1.0,123.0
Japan,Ibaraki,Hyakuri Airport,1.0,123.0
Japan,Minami Tori Shima,Minami Torishima Airport,1.0,123.0
Japan,Iwojima,Iwo Jima Airport,1.0,123.0
Japan,Nanki-shirahama,Nanki Shirahama Airport,1.0,123.0
Japan,Kohnan,Kohnan Airport,1.0,123.0
Japan,Obihiro,Tokachi-Obihiro Airport,1.0,123.0
Japan,Sapporo,New Chitose Airport,1.0,123.0
Japan,Hakodate,Hakodate Airport,1.0,123.0
Japan,Chitose,Chitose Air Base,1.0,123.0
Japan,Memanbetsu,Memanbetsu Airport,1.0,123.0
Japan,Nakashibetsu,Nakashibetsu Airport,1.0,123.0
Japan,Tokachi,Tokachi Airport,1.0,123.0
Japan,Wakkanai,Wakkanai Airport,1.0,123.0
Japan,Iki,Iki Airport,1.0,123.0
Japan,Yamaguchi,Yamaguchi Ube Airport,1.0,123.0
Japan,Tsushima,Tsushima Airport,1.0,123.0
Japan,Monbetsu,Monbetsu Airport,1.0,123.0
Japan,Asahikawa,Asahikawa Airport,1.0,123.0
Japan,Okushiri,Okushiri Airport,1.0,123.0
Japan,Rishiri Island,Rishiri Airport,1.0,123.0
Japan,Ashiya,Ashiya Airport,1.0,123.0
Japan,Yakushima,Yakushima Airport,1.0,123.0
Japan,Fukue,Fukue Airport,1.0,123.0
Japan,Fukuoka,Fukuoka Airport,1.0,123.0
Japan,Tanegashima,New Tanegashima Airport,1.0,123.0
Japan,Kagoshima,Kagoshima Airport,1.0,123.0
Japan,Miyazaki,Miyazaki Airport,1.0,123.0
Japan,Nyutabaru,Nyutabaru Airport,1.0,123.0
Japan,Oita,Oita Airport,1.0,123.0
Japan,Kitakyushu,Kitakyūshū Airport,1.0,123.0
Japan,Kumamoto,Kumamoto Airport,1.0,123.0
Japan,Nagasaki,Nagasaki Airport,1.0,123.0
Japan,Kanoya,Kanoya Airport,1.0,123.0
Japan,Tsuiki,Tsuiki Air Field,1.0,123.0
Japan,Amami,Amami Airport,1.0,123.0
Japan,Okierabu,Okierabu Airport,1.0,123.0
Japan,Tokunoshima,Tokunoshima Airport,1.0,123.0
Japan,Fukui,Fukui Airport,1.0,123.0
Japan,Gifu,Gifu Airport,1.0,123.0
Japan,Hamamatsu,Hamamatsu Airport,1.0,123.0
Japan,Kanazawa,Komatsu Airport,1.0,123.0
Japan,Oki Island,Oki Airport,1.0,123.0
Japan,Toyama,Toyama Airport,1.0,123.0
Japan,Yaizu,Shizuhama Airport,1.0,123.0
Japan,Hiroshima,Hiroshima Airport,1.0,123.0
Japan,Okayama,Okayama Airport,1.0,123.0
Japan,Izumo,Izumo Airport,1.0,123.0
Japan,Hofu,Hofu Airport,1.0,123.0
Japan,Miho,Miho Yonago Airport,1.0,123.0
Japan,Kochi,Kōchi Ryōma Airport,1.0,123.0
Japan,Matsuyama,Matsuyama Airport,1.0,123.0
Japan,Osaka,Osaka International Airport,1.0,123.0
Japan,Tottori,Tottori Airport,1.0,123.0
Japan,Tokushima,Tokushima Airport/JMSDF Air Base,1.0,123.0
Japan,Takamatsu,Takamatsu Airport,1.0,123.0
Japan,Osaka,Yao Airport,1.0,123.0
Japan,Ozuki,Ozuki Airport,1.0,123.0
Japan,Aomori,Aomori Airport,1.0,123.0
Japan,Yamagata,Yamagata Airport,1.0,123.0
Japan,Sado,Sado Airport,1.0,123.0
Japan,Hachinoe,Hachinohe Airport,1.0,123.0
Japan,Hanamaki,Hanamaki Airport,1.0,123.0
Japan,Akita,Akita Airport,1.0,123.0
Japan,Misawa,Misawa Air Base,1.0,123.0
Japan,Sendai,Sendai Airport,1.0,123.0
Japan,Matsushima,Matsushima Air Base,1.0,123.0
Japan,Atsugi,Atsugi Naval Air Facility,1.0,123.0
Japan,Tateyama,Tateyama Airport,1.0,123.0
Japan,Hachijojima,Hachijojima Airport,1.0,123.0
Japan,Iruma,Iruma Air Base,1.0,123.0
Japan,Kisarazu,Kisarazu Airport,1.0,123.0
Japan,Shimofusa,Shimofusa Airport,1.0,123.0
Japan,Oshima,Oshima Airport,1.0,123.0
Japan,Zama,Kastner Army Heliport,1.0,123.0
Japan,Tokyo,Tokyo Haneda International Airport,1.0,123.0
Japan,Yokota,Yokota Air Base,1.0,123.0
Japan,Okinawa,Naha Airport,1.0,123.0
Japan,Iejima,Ie Shima Auxiliary Air Base,1.0,123.0
Japan,Kadena,Kadena Air Base,1.0,123.0
Japan,Ishigaki,New Ishigaki Airport,1.0,123.0
Japan,Kumejima,Kumejima Airport,1.0,123.0
Japan,Minami Daito,Minami-Daito Airport,1.0,123.0
Japan,Miyako,Miyako Airport,1.0,123.0
Japan,Kitadaito,Kitadaito Airport,1.0,123.0
Japan,Shimojishima,Shimojishima Airport,1.0,123.0
Japan,Tarama,Tarama Airport,1.0,123.0
Japan,Yoron,Yoron Airport,1.0,123.0
Japan,Futema,Futenma Marine Corps Air Station,1.0,123.0
Japan,Yonaguni Jima,Yonaguni Airport,1.0,123.0
Japan,Wajima,Noto Airport,1.0,123.0
Japan,Nagoya,Chubu Centrair International Airport,1.0,123.0
Japan,Kobe,Kobe Airport,1.0,123.0
Japan,Osaka,Kansai International Airport,1.0,123.0
Japan,Niigata,Niigata Airport,1.0,123.0
Japan,Kushiro,Kushiro Airport,1.0,123.0
Japan,Sapporo,Okadama Airport,1.0,123.0
Japan,Saga,Saga Airport,1.0,123.0
Japan,Nagoya,Nagoya Airport,1.0,123.0
Japan,Iwami,Iwami Airport,1.0,123.0
Japan,Fukushima,Fukushima Airport,1.0,123.0
Japan,Odate Noshiro,Odate Noshiro Airport,1.0,123.0
Japan,Shonai,Shonai Airport,1.0,123.0
Japan,Miyakejima,Miyakejima Airport,1.0,123.0
Japan,Niijima,Niijima Airport,1.0,123.0
Japan,Toyooka,Tajima Airport,1.0,123.0
Japan,Amakusa,Amakusa Airport,1.0,123.0
Japan,Kikai,Kikai Airport,1.0,123.0
Japan,Aguni,Aguni Airport,1.0,123.0
Japan,Hiroshima,Hiroshimanishi Airport,1.0,123.0
Japan,Akeno,Akeno Airport,1.0,123.0
Japan,Kerama,Kerama Airport,1.0,123.0
Japan,Shin-kamigoto,Kamigoto Airport,1.0,123.0
Japan,Odika,Ojika Airport,1.0,123.0
Japan,Tokyo,Chofu Airport,1.0,123.0
Japan,Taketomi,Hateruma Airport,1.0,123.0
Japan,,Asahikawa Airfield,1.0,123.0
Japan,Iwakuni,Iwakuni Marine Corps Air Station,1.0,123.0
Japan,,Utsunomiya Airport,1.0,123.0
Japan,Ie,Ie Jima Airport,1.0,123.0
Japan,Kozushima,Kozushima Airport,1.0,123.0
Japan,Kenebetsu,Kenebetsu JASDF Airfield,1.0,123.0
El Salvador,San Salvador,Monseñor Óscar Arnulfo Romero International Airport,1.0,3.0
El Salvador,San Salvador,Ilopango International Airport,1.0,3.0
El Salvador,San Miguel,El Papalon Airport,1.0,3.0
Ethiopia,Addis Ababa,Addis Ababa Bole International Airport,1.0,29.0
Ethiopia,Addis Ababa,Lideta Army Airport,1.0,29.0
Ethiopia,Arba Minch,Arba Minch Airport,1.0,29.0
Ethiopia,Axum,Axum Airport,1.0,29.0
Ethiopia,Bahar Dar,Bahir Dar Airport,1.0,29.0
Ethiopia,Dire Dawa,Aba Tenna Dejazmach Yilma International Airport,1.0,29.0
Ethiopia,Gambella,Gambella Airport,1.0,29.0
Ethiopia,Gondar,Gonder Airport,1.0,29.0
Ethiopia,Jimma,Jimma Airport,1.0,29.0
Ethiopia,Lalibella,Lalibella Airport,1.0,29.0
Ethiopia,Makale,Mekele Airport,1.0,29.0
Ethiopia,Asosa,Asosa Airport,1.0,29.0
Ethiopia,Baco,Baco Airport,1.0,29.0
Ethiopia,Beica,Beica Airport,1.0,29.0
Ethiopia,Dessie,Combolcha Airport,1.0,29.0
Ethiopia,Dembidollo,Dembidollo Airport,1.0,29.0
Ethiopia,Gode,Gode Airport,1.0,29.0
Ethiopia,Gore,Gore Airport,1.0,29.0
Ethiopia,Kabri Dehar,Kabri Dehar Airport,1.0,29.0
Ethiopia,Mizan Teferi,Mizan Teferi Airport,1.0,29.0
Ethiopia,Tippi,Tippi Airport,1.0,29.0
Ethiopia,Awasa,Awassa Airport,1.0,29.0
Ethiopia,Jijiga,Wilwal International Airport,1.0,29.0
Ethiopia,Mekane Selam,Mekane Selam Airport,1.0,29.0
Ethiopia,Debre Marqos,Debra Marcos Airport,1.0,29.0
Ethiopia,Debre Tabor,Debre Tabor Airport,1.0,29.0
Ethiopia,Debre Zeyit,Harar Meda Airport,1.0,29.0
Ethiopia,Goba,Robe Airport,1.0,29.0
Ethiopia,Humera,Humera Airport,1.0,29.0
Sudan,Dongola,Dongola Airport,1.0,18.0
Sudan,Damazin,Damazin Airport,1.0,18.0
Sudan,El Fasher,El Fasher Airport,1.0,18.0
Sudan,Kassala,Kassala Airport,1.0,18.0
Sudan,Kadugli,Kadugli Airport,1.0,18.0
Sudan,El Obeid,El Obeid Airport,1.0,18.0
Sudan,Malakal,Malakal Airport,1.0,18.0
Sudan,Khartoum,Khartoum International Airport,1.0,18.0
Sudan,Atbara,Atbara Airport,1.0,18.0
Sudan,Nyala,Nyala Airport,1.0,18.0
Sudan,Port Sudan,Port Sudan New International Airport,1.0,18.0
Sudan,Geneina,Geneina Airport,1.0,18.0
Sudan,Rumbek,Rumbek Airport,1.0,18.0
Sudan,Yei,Yei Airport,1.0,18.0
Sudan,Wadi Halfa,Wadi Halfa Airport,1.0,18.0
Sudan,Aweil,Aweil Airport,1.0,18.0
Sudan,Wau,Wau Airport,1.0,18.0
Sudan,Merowe,Merowe New Airport,1.0,18.0
Guyana,Linden,Linden Airport,1.0,13.0
Guyana,Lethem,Lethem Airport,1.0,13.0
Guyana,Georgetown,Cheddi Jagan International Airport,1.0,13.0
Guyana,Georgetown,Eugene F. Correira International Airport,1.0,13.0
Guyana,Kaieteur,Kaieteur International Airport,1.0,13.0
Guyana,Orinduik,Orinduik Airport,1.0,13.0
Guyana,Annai,Annai Airport,1.0,13.0
Guyana,Apoteri,Apoteri Airport,1.0,13.0
Guyana,Imbaimadai,Imbaimadai Airport,1.0,13.0
Guyana,Kamarang,Kamarang Airport,1.0,13.0
Guyana,Mabaruma,Mabaruma Airport,1.0,13.0
Guyana,Mahdia,Mahdia Airport,1.0,13.0
Guyana,Bartica,Bartica A Airport,1.0,13.0
Jordan,Amman,Queen Alia International Airport,1.0,6.0
Jordan,Amman,Amman-Marka International Airport,1.0,6.0
Jordan,Aqaba,Aqaba King Hussein International Airport,1.0,6.0
Jordan,Hotel Four,Prince Hassan Air Base,1.0,6.0
Jordan,Mafraq,King Hussein Air College,1.0,6.0
Jordan,AZRAQ,Muwaffaq Salti Air Base,1.0,6.0
Saint Lucia,Castries,George F. L. Charles Airport,1.0,2.0
Saint Lucia,Hewandorra,Hewanorra International Airport,1.0,2.0
Switzerland,Les Eplatures,Les Eplatures Airport,1.0,43.0
Switzerland,Geneva,Geneva Cointrin International Airport,1.0,43.0
Switzerland,Saanen,Saanen Airport,1.0,43.0
Switzerland,Sion,Sion Airport,1.0,43.0
Switzerland,Alpnach,Alpnach Air Base,1.0,43.0
Switzerland,Dubendorf,Dübendorf Air Base,1.0,43.0
Switzerland,Emmen,Emmen Air Base,1.0,43.0
Switzerland,Mollis,Mollis Airport,1.0,43.0
Switzerland,Meiringen,Meiringen Airport,1.0,43.0
Switzerland,Payerne,Payerne Air Base,1.0,43.0
Switzerland,Lugano,Lugano Airport,1.0,43.0
Switzerland,Bern,Bern Belp Airport,1.0,43.0
Switzerland,Grenchen,Grenchen Airport,1.0,43.0
Switzerland,Zurich,Zürich Airport,1.0,43.0
Switzerland,Altenrhein,St Gallen Altenrhein Airport,1.0,43.0
Switzerland,Samedan,Samedan Airport,1.0,43.0
Switzerland,Prangins,La Côte Airport,1.0,43.0
Switzerland,Yverdon-Les-Bains,Yverdon-les-Bains Airport,1.0,43.0
Switzerland,Raron,Raron Airport,1.0,43.0
Switzerland,Amlikon,Amlikon Glider Airport,1.0,43.0
Switzerland,Lommis,Lommis Airfield,1.0,43.0
Switzerland,Triengen,Triengen Airport,1.0,43.0
Switzerland,Lausanne,Lausanne-Blécherette Airport,1.0,43.0
Switzerland,Fehraltorf,Speck-Fehraltorf Airport,1.0,43.0
Switzerland,Locarno,Locarno Airport,1.0,43.0
Switzerland,Neuchatel,Neuchatel Airport,1.0,43.0
Switzerland,Biel,Biel-Kappelen Airport,1.0,43.0
Switzerland,Birrfeld,Birrfeld Airport,1.0,43.0
Switzerland,Interlaken,Interlaken Air Base,1.0,43.0
Switzerland,Ecuvillens,Ecuvillens Airport,1.0,43.0
Switzerland,Wangen-Lachen,Wangen-Lachen Airport,1.0,43.0
Switzerland,Courtelary ,Courtelary Airport,1.0,43.0
Switzerland,St.Stephan,St Stephan Airport,1.0,43.0
Switzerland,Balzers,Balzers Heliport,1.0,43.0
Switzerland,Olten,Olten Airport,1.0,43.0
Switzerland,Buochs,Buochs Airport,1.0,43.0
Switzerland,Quinto,Ambri Airport,1.0,43.0
Switzerland,Lodrino,Lodrino Air Base,1.0,43.0
Switzerland,Reichenbach im Kandertal,Reichenbach Air Base,1.0,43.0
Switzerland,Thun,Thun Airport,1.0,43.0
Switzerland,Lucerne,Luzern-Beromunster Airport,1.0,43.0
Switzerland,Bressaucourt-Porrentruy,Bressaucourt Airport,1.0,43.0
Switzerland,Zermatt,Zermatt  Heliport,1.0,43.0
Dominica,Canefield,Canefield Airport,1.0,2.0
Dominica,Dominica,Douglas-Charles Airport,1.0,2.0
Angola,M'banza-congo,Mbanza Congo Airport,1.0,25.0
Angola,Benguela,Benguela Airport,1.0,25.0
Angola,Cabinda,Cabinda Airport,1.0,25.0
Angola,Huambo,Nova Lisboa Airport,1.0,25.0
Angola,Kuito,Kuito Airport,1.0,25.0
Angola,Lobito,Lobito Airport,1.0,25.0
Angola,Luanda,Quatro de Fevereiro Airport,1.0,25.0
Angola,Malanje,Malanje Airport,1.0,25.0
Angola,Menongue,Menongue Airport,1.0,25.0
Angola,Negage,Negage Airport,1.0,25.0
Angola,Porto Amboim,Porto Amboim Airport,1.0,25.0
Angola,Saurimo,Saurimo Airport,1.0,25.0
Angola,Soyo,Soyo Airport,1.0,25.0
Angola,Lubango,Lubango Airport,1.0,25.0
Angola,Luena,Luena Airport,1.0,25.0
Angola,Uige,Uige Airport,1.0,25.0
Angola,Xangongo,Xangongo Airport,1.0,25.0
Angola,Catumbela,Catumbela Airport,1.0,25.0
Angola,Dundo,Dundo Airport,1.0,25.0
Angola,Ondjiva,Ngjiva Pereira Airport,1.0,25.0
Angola,Mocamedes,Namibe Airport,1.0,25.0
Angola,Nzagi,Nzagi Airport,1.0,25.0
Angola,Lucapa,Lucapa Airport,1.0,25.0
Angola,Kapanda,Capanda Airport,1.0,25.0
Angola,Sumbe,Sumbe Airport,1.0,25.0
Cambodia,Kompong Chnang,Kampong Chhnang Airport,1.0,9.0
Cambodia,Phnom-penh,Phnom Penh International Airport,1.0,9.0
Cambodia,Siem-reap,Siem Reap International Airport,1.0,9.0
Cambodia,Stung Treng,Stung Treng Airport,1.0,9.0
Cambodia,Sihanoukville,Sihanoukville International Airport,1.0,9.0
Cambodia,Ratanakiri,Ratanakiri Airport,1.0,9.0
Cambodia,Battambang,Battambang Airport,1.0,9.0
Cambodia,Kratie,Kratie Airport,1.0,9.0
Cambodia,Sihanoukville,Fazenda Campo Verde Airport,1.0,9.0
Gambia,Banjul,Banjul International Airport,1.0,1.0
Mexico,Acapulco,General Juan N Alvarez International Airport,1.0,84.0
Mexico,Monterrey,Del Norte International Airport,1.0,84.0
Mexico,Aguascalientes,Jesús Terán Paredo International Airport,1.0,84.0
Mexico,Huatulco,Bahías de Huatulco International Airport,1.0,84.0
Mexico,Cuernavaca,General Mariano Matamoros Airport,1.0,84.0
Mexico,Ciudad Acuna,Ciudad Acuña New International Airport,1.0,84.0
Mexico,Ciudad Del Carmen,Ciudad del Carmen International Airport,1.0,84.0
Mexico,Nuevo Casas Grandes,Nuevo Casas Grandes Airport,1.0,84.0
Mexico,Chilpancingo,Chilpancingo Airport,1.0,84.0
Mexico,Culiacan,Bachigualato Federal International Airport,1.0,84.0
Mexico,Chetumal,Chetumal International Airport,1.0,84.0
Mexico,Ciudad Obregon,Ciudad Obregón International Airport,1.0,84.0
Mexico,Campeche,Ingeniero Alberto Acuña Ongay International Airport,1.0,84.0
Mexico,Ciudad Juarez,Abraham González International Airport,1.0,84.0
Mexico,Chihuahua,General Roberto Fierro Villalobos International Airport,1.0,84.0
Mexico,Ciudad Victoria,General Pedro Jose Mendez International Airport,1.0,84.0
Mexico,Cozumel,Cozumel International Airport,1.0,84.0
Mexico,Durango,General Guadalupe Victoria International Airport,1.0,84.0
Mexico,Tepic,Amado Nervo National Airport,1.0,84.0
Mexico,Ensenada,Ensenada International Airport,1.0,84.0
Mexico,Guadalajara,Don Miguel Hidalgo Y Costilla International Airport,1.0,84.0
Mexico,Guaymas,General José María Yáñez International Airport,1.0,84.0
Mexico,Tehuacan,Tehuacan Airport,1.0,84.0
Mexico,Hermosillo,General Ignacio P. Garcia International Airport,1.0,84.0
Mexico,Colima,Licenciado Miguel de la Madrid Airport,1.0,84.0
Mexico,Isla Mujeres,Isla Mujeres Airport,1.0,84.0
Mexico,Saltillo,Plan De Guadalupe International Airport,1.0,84.0
Mexico,Iztepec,Ixtepec Airport,1.0,84.0
Mexico,Lazard Cardenas,Lázaro Cárdenas Airport,1.0,84.0
Mexico,Los Mochis,Valle del Fuerte International Airport,1.0,84.0
Mexico,Del Bajio,Del Bajío International Airport,1.0,84.0
